timestamp	story_id	bytes	mb	success	error
2025-10-14T12:50:07.136714	45530	419668	0.40	True	-
2025-10-14T12:50:29.674881	45531	458738	0.44	True	-
2025-10-14T12:50:52.339185	45532	419551	0.40	True	-
2025-10-14T12:51:15.055858	45533	458692	0.44	True	-
2025-10-14T12:51:37.698079	45534	419711	0.40	True	-
2025-10-14T12:52:01.792558	45535	713299	0.68	True	-
2025-10-14T12:52:24.932894	45536	631614	0.60	True	-
2025-10-14T12:52:48.756051	45537	631667	0.60	True	-
2025-10-14T12:53:14.956312	45538	713282	0.68	True	-
2025-10-14T12:53:41.542638	45539	631896	0.60	True	-
2025-10-14T12:54:03.975153	45540	195401	0.19	True	-
2025-10-14T12:54:30.130887	45541	172663	0.16	True	-
2025-10-14T12:54:54.893332	45542	195340	0.19	True	-
2025-10-14T12:55:18.068120	45543	195311	0.19	True	-
2025-10-14T12:55:39.755197	45544	195484	0.19	True	-
2025-10-14T12:56:13.100532	45545	6997917	6.67	True	-
2025-10-14T12:56:46.961778	45546	5970462	5.69	True	-
2025-10-14T12:57:20.504606	45547	6997753	6.67	True	-
2025-10-14T12:57:51.664489	45548	6997768	6.67	True	-
2025-10-14T12:58:24.491846	45549	6997758	6.67	True	-
2025-10-14T12:58:50.514531	45550	1888056	1.80	True	-
2025-10-14T12:59:15.934701	45551	1691254	1.61	True	-
2025-10-14T12:59:40.810002	45552	1691259	1.61	True	-
2025-10-14T13:00:08.834943	45553	1888053	1.80	True	-
2025-10-14T13:00:34.266449	45554	1691375	1.61	True	-
2025-10-14T13:01:07.892723	45555	6954455	6.63	True	-
2025-10-14T13:01:37.284431	45556	4268832	4.07	True	-
2025-10-14T13:02:10.196511	45557	6954280	6.63	True	-
2025-10-14T13:02:43.644633	45558	6954473	6.63	True	-
2025-10-14T13:03:14.683652	45559	6954360	6.63	True	-
2025-10-14T13:03:48.999811	45560	4789470	4.57	True	-
2025-10-14T13:04:19.042171	45561	4283408	4.08	True	-
2025-10-14T13:04:54.688764	45562	4789449	4.57	True	-
2025-10-14T13:05:23.880469	45563	4789488	4.57	True	-
2025-10-14T13:05:54.172809	45564	4789507	4.57	True	-
2025-10-14T13:06:27.933779	45565	1719007	1.64	True	-
2025-10-14T13:06:59.335704	45566	1924359	1.84	True	-
2025-10-14T13:07:26.291604	45567	1719133	1.64	True	-
2025-10-14T13:07:53.510286	45568	1718828	1.64	True	-
2025-10-14T13:08:18.297052	45569	1719047	1.64	True	-
2025-10-14T13:08:45.778454	45570	4123149	3.93	True	-
2025-10-14T13:09:16.189282	45571	5243060	5.00	True	-
2025-10-14T13:09:45.178487	45572	4122958	3.93	True	-
2025-10-14T13:10:14.885269	45573	4122949	3.93	True	-
2025-10-14T13:10:44.942665	45574	4123102	3.93	True	-
2025-10-14T13:11:14.812792	45575	4166041	3.97	True	-
2025-10-14T13:11:40.662115	45576	1511946	1.44	True	-
2025-10-14T13:12:09.056876	45577	4165905	3.97	True	-
2025-10-14T13:12:44.290994	45578	4166259	3.97	True	-
2025-10-14T13:13:14.521108	45579	4166159	3.97	True	-
2025-10-14T13:13:49.315468	45580	8477938	8.09	True	-
2025-10-14T13:14:24.175663	45581	9382858	8.95	True	-
2025-10-14T13:14:59.272393	45582	8477995	8.09	True	-
2025-10-14T13:15:36.470692	45583	8477927	8.09	True	-
2025-10-14T13:16:16.027998	45584	8477908	8.09	True	-
2025-10-14T13:16:43.613522	45585	3163517	3.02	True	-
2025-10-14T13:17:10.629785	45586	2512429	2.40	True	-
2025-10-14T13:17:37.707162	45587	3163386	3.02	True	-
2025-10-14T13:18:05.094656	45588	3163540	3.02	True	-
2025-10-14T13:18:36.672897	45589	2512487	2.40	True	-
2025-10-14T13:19:06.881366	45590	4690170	4.47	True	-
2025-10-14T13:19:40.871687	45591	4462233	4.26	True	-
2025-10-14T13:20:11.616486	45592	4690216	4.47	True	-
2025-10-14T13:20:40.445262	45593	4690036	4.47	True	-
2025-10-14T13:21:12.327824	45594	4690051	4.47	True	-
2025-10-14T13:21:46.560258	45595	6454388	6.16	True	-
2025-10-14T13:22:21.496685	45596	6164433	5.88	True	-
2025-10-14T13:22:58.119163	45597	6454378	6.16	True	-
2025-10-14T13:23:33.165208	45598	6454442	6.16	True	-
2025-10-14T13:24:04.098417	45599	6454386	6.16	True	-
2025-10-14T13:24:29.223163	45600	1289777	1.23	True	-
2025-10-14T13:24:53.976727	45601	1076959	1.03	True	-
2025-10-14T13:25:18.893324	45602	1289690	1.23	True	-
2025-10-14T13:25:43.984031	45603	1289817	1.23	True	-
2025-10-14T13:26:10.053434	45604	1289668	1.23	True	-
2025-10-14T13:26:38.828588	45605	3418349	3.26	True	-
2025-10-14T13:27:07.793009	45606	3232306	3.08	True	-
2025-10-14T13:27:36.278909	45607	3418154	3.26	True	-
2025-10-14T13:28:03.342043	45608	3418198	3.26	True	-
2025-10-14T13:28:32.750068	45609	3418140	3.26	True	-
2025-10-14T13:28:58.049243	45610	963618	0.92	True	-
2025-10-14T13:29:25.049537	45611	1258058	1.20	True	-
2025-10-14T13:29:49.067154	45612	1258014	1.20	True	-
2025-10-14T13:30:13.256785	45613	1257914	1.20	True	-
2025-10-14T13:30:39.403378	45614	963419	0.92	True	-
2025-10-14T13:31:08.428860	45615	3593739	3.43	True	-
2025-10-14T13:31:37.715400	45616	2986260	2.85	True	-
2025-10-14T13:32:05.619248	45617	3593631	3.43	True	-
2025-10-14T13:32:33.457251	45618	3593682	3.43	True	-
2025-10-14T13:33:03.385807	45619	2986155	2.85	True	-
2025-10-14T13:33:28.793415	45620	1917616	1.83	True	-
2025-10-14T13:33:55.161827	45621	1810524	1.73	True	-
2025-10-14T13:34:20.892027	45622	1810432	1.73	True	-
2025-10-14T13:34:45.581476	45623	1917560	1.83	True	-
2025-10-14T13:35:10.803101	45624	1917422	1.83	True	-
2025-10-14T13:35:42.545084	45625	3986677	3.80	True	-
2025-10-14T13:36:13.101626	45626	3152589	3.01	True	-
2025-10-14T13:36:44.261696	45627	3986681	3.80	True	-
2025-10-14T13:37:13.743181	45628	3986616	3.80	True	-
2025-10-14T13:37:47.162597	45629	3986755	3.80	True	-
# MAX_SUCCESS	2025-10-14T13:38:07.168129	45581	9382858	8.95MB
